filename,spectral_centroid,rmse,rolloff,zcr,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,chroma_stft1,chroma_stft2,chroma_stft3,chroma_stft4,chroma_stft5,chroma_stft6,chroma_stft7,chroma_stft8,chroma_stft9,chroma_stft10,chroma_stft11,chroma_stft12,label
classical.00081.au,1213.8723064679195,0.016525525599718094,2163.5285841053114,0.06055896865325077,143.5546875,-374.7410888671875,153.8556671142578,-21.574737548828125,20.846500396728516,7.006253242492676,-3.949143171310425,-2.5223045349121094,-2.808805465698242,-4.284175872802734,-4.506857395172119,0.16069257259368896,0.35974058508872986,0.4201163053512573,0.22246435284614563,0.34372180700302124,0.2188369631767273,0.36222440004348755,0.22201958298683167,0.2080296128988266,0.2485360950231552,0.1575137823820114,0.2789483368396759,classical
classical.00009.au,1216.293762402646,0.023797711357474327,2560.2595184609618,0.05627025686919505,129.19921875,-356.1422119140625,139.80580139160156,-6.278478145599365,43.17628860473633,-8.859081268310547,11.042576789855957,-8.373958587646484,4.4157562255859375,-8.290999412536621,8.676971435546875,0.33017122745513916,0.224225252866745,0.4263293743133545,0.41645362973213196,0.18137910962104797,0.17931118607521057,0.23200827836990356,0.3218107521533966,0.21311591565608978,0.2543904185295105,0.2816319465637207,0.1849118024110794,classical
classical.00096.au,1932.8583434547925,0.057000208646059036,3573.061727517899,0.11752045339106038,135.99917763157896,-203.58717346191406,111.19833374023438,-51.52694320678711,39.475948333740234,-10.546442985534668,11.894380569458008,-13.180363655090332,15.112911224365234,-7.285829544067383,13.369073867797852,0.21422895789146423,0.36752820014953613,0.5993625521659851,0.25124987959861755,0.22133031487464905,0.17687591910362244,0.2199839949607849,0.29548367857933044,0.2121717631816864,0.46882057189941406,0.2909514904022217,0.19972197711467743,classical
classical.00080.au,972.0335266926701,0.0052756136283278465,1907.4134661317241,0.031537602191369966,123.046875,-549.7890014648438,157.08477783203125,6.571027755737305,34.43964385986328,13.277487754821777,5.745883464813232,5.060513496398926,-3.0099289417266846,2.0607242584228516,3.076127290725708,0.36717402935028076,0.33442002534866333,0.3952968120574951,0.4814324975013733,0.49311503767967224,0.38532233238220215,0.5560742020606995,0.5250662565231323,0.2921663224697113,0.2724505066871643,0.5733284950256348,0.5790658593177795,classical
classical.00054.au,1712.4460758864268,0.17542141675949097,2833.4578664679275,0.11627820844620743,129.19921875,-106.1917953491211,127.37361907958984,-45.29143524169922,31.271671295166016,4.311938285827637,-5.068769931793213,-16.118932723999023,14.687397003173828,-7.904388904571533,-1.2197802066802979,0.5081368684768677,0.5083610415458679,0.48931998014450073,0.3699859082698822,0.28476524353027344,0.2786741554737091,0.21054255962371826,0.2506234347820282,0.2113693803548813,0.2111724317073822,0.23833562433719635,0.2723308503627777,classical
classical.00079.au,789.6016070365972,0.018847767263650894,1158.4513283366389,0.05211230771091331,107.666015625,-437.5572814941406,171.02713012695312,7.378993988037109,-3.129030704498291,0.7910538911819458,-11.140400886535645,-12.525169372558594,-6.894892692565918,-5.841103553771973,-8.446660995483398,0.12173864990472794,0.10345961898565292,0.30327171087265015,0.3556884229183197,0.12711843848228455,0.1951906532049179,0.14047716557979584,0.18195125460624695,0.2872304618358612,0.22792977094650269,0.40842732787132263,0.15904046595096588,classical
classical.00041.au,1329.2518941099888,0.021300973370671272,2462.126778522881,0.07881698372194272,123.046875,-368.4408874511719,124.27625274658203,-31.57868766784668,17.614763259887695,2.323812961578369,-5.951695919036865,-11.808547973632812,-5.548753261566162,-5.4064860343933105,-1.3045241832733154,0.33524617552757263,0.2471381574869156,0.361183226108551,0.2701791226863861,0.46498462557792664,0.3181634545326233,0.20744800567626953,0.23469477891921997,0.15824268758296967,0.21532194316387177,0.21430213749408722,0.19165153801441193,classical
classical.00024.au,1253.1741159398366,0.06669565290212631,2292.91113508006,0.07164771490421827,151.99908088235293,-223.1329345703125,163.24034118652344,-34.40471267700195,24.170495986938477,-10.289188385009766,3.2278335094451904,-12.866945266723633,0.7957751154899597,-14.2743501663208,1.6620193719863892,0.23656797409057617,0.25233229994773865,0.4524420499801636,0.2689981460571289,0.1356804370880127,0.15842685103416443,0.18694151937961578,0.30876484513282776,0.20624122023582458,0.310499370098114,0.3439953327178955,0.1793043613433838,classical
classical.00049.au,2224.870163945009,0.12381207942962646,4467.431319387336,0.10944642813951239,143.5546875,-98.32328796386719,98.35693359375,-20.49176025390625,18.818138122558594,-2.0967204570770264,2.6635701656341553,-7.309946060180664,-3.586928367614746,-7.986064910888672,-1.9163087606430054,0.567277729511261,0.2212240993976593,0.2787228524684906,0.20261843502521515,0.3408571183681488,0.3195750117301941,0.2697542905807495,0.5040133595466614,0.2317255437374115,0.24222402274608612,0.19720657169818878,0.36384347081184387,classical
classical.00070.au,1355.7979175630267,0.03191782906651497,2522.4097473333495,0.07085595854295666,151.99908088235293,-321.18353271484375,134.5621337890625,-18.252363204956055,22.190753936767578,0.4240925908088684,-3.804539680480957,0.4930691123008728,-1.1445378065109253,-1.8977935314178467,-0.10311199724674225,0.24019408226013184,0.18242007493972778,0.25172099471092224,0.16890525817871094,0.21256612241268158,0.27170729637145996,0.14162372052669525,0.21747814118862152,0.22613239288330078,0.5400536060333252,0.31457409262657166,0.16349585354328156,classical
classical.00014.au,1279.6145776785484,0.03162187337875366,2389.5022176736647,0.0684731309258901,143.5546875,-324.59613037109375,147.81468200683594,-31.922855377197266,27.394758224487305,-4.490213871002197,-4.173857688903809,-12.577783584594727,-5.133749961853027,-7.733084201812744,0.8345276713371277,0.3751305043697357,0.25175049901008606,0.4498453438282013,0.15491962432861328,0.13291896879673004,0.06843806058168411,0.17347288131713867,0.28816309571266174,0.14769001305103302,0.25500428676605225,0.1314324289560318,0.38026368618011475,classical
classical.00055.au,1079.448981372194,0.01305568777024746,1764.672662599168,0.059341288941563465,123.046875,-484.02801513671875,144.1766357421875,1.3993113040924072,8.103259086608887,4.931989669799805,-2.3225603103637695,-2.7474260330200195,-6.837030410766602,-10.140658378601074,-8.057535171508789,0.09575691819190979,0.24073196947574615,0.11931817978620529,0.29189157485961914,0.27478525042533875,0.10130796581506729,0.17077217996120453,0.0920482948422432,0.2593652606010437,0.2917218506336212,0.1247401013970375,0.1763254553079605,classical
classical.00034.au,1369.6275534158538,0.03892643377184868,2655.1172782023996,0.07356796028444272,123.046875,-309.22637939453125,138.64907836914062,-29.71116065979004,33.62006759643555,-0.36660170555114746,5.239732265472412,-6.3274455070495605,3.2676806449890137,-6.717177867889404,-0.6966074705123901,0.374281644821167,0.18006044626235962,0.19275888800621033,0.13403667509555817,0.20454543828964233,0.45931363105773926,0.24089735746383667,0.2511623501777649,0.2599085867404938,0.3582686185836792,0.37373054027557373,0.2595847547054291,classical
classical.00002.au,1490.0348101512684,0.043869055807590485,2784.9164933243032,0.09004972003192724,99.38401442307692,-235.25579833984375,141.12818908691406,-34.66685104370117,30.97923469543457,-16.3779354095459,23.111984252929688,-11.031444549560547,7.639467239379883,-19.008241653442383,4.235650062561035,0.19735080003738403,0.42328906059265137,0.3618568778038025,0.2321401983499527,0.3929829001426697,0.14605334401130676,0.23275816440582275,0.14159230887889862,0.28126001358032227,0.2866896986961365,0.1781519651412964,0.4602574110031128,classical
